district,median_income,median_house_value
11485,5.2861,195100.0
11486,4.125,216700.0
11487,5.3006,221400.0
11488,5.2898,177100.0
11489,3.9414,137100.0
11490,5.536,204800.0
11491,4.2721,150300.0
11492,5.195,161000.0
11493,3.4419,138100.0
11494,6.2308,257900.0
11495,3.55,111000.0
11496,4.46,189800.0
11497,5.5362,195600.0
11498,4.7965,160800.0
11499,5.1365,215000.0
11500,4.6875,189800.0
11501,5.1512,187800.0
11502,5.363,211300.0
11503,5.1624,267900.0
11504,5.0346,240500.0
11505,3.1103,110000.0
11506,5.1045,161300.0
11507,2.9542,127900.0
11508,2.3229,118000.0
11509,4.2273,295200.0
11510,4.4875,249100.0
11511,5.4625,223600.0
11512,2.7232,123200.0
11513,4.8125,173900.0
11514,2.5379,152700.0
11515,4.1883,184500.0
11516,3.7585,144500.0
11517,7.4141,236500.0
11518,5.5563,214500.0
11519,5.2713,216500.0
11520,1.9531,162500.0
11521,1.625,162500.0
11522,3.175,101600.0
11523,1.7579,103400.0
11524,4.711,133500.0
11525,3.4896,140300.0
11526,4.6667,160600.0
11527,2.725,95300.0
11528,2.275,85400.0
11529,4.4063,129900.0
11530,4.7877,132600.0
11531,3.5851,142000.0
11532,4.2775,138700.0
11533,5.253,163300.0
11534,5.2174,155500.0
11535,6.3223,223200.0
11536,5.6409,197700.0
11537,1.3125,135700.0
11538,2.1574,86900.0
11539,3.0907,127200.0
11540,3.1042,164800.0
11541,1.6111,113900.0
11542,3.2705,113200.0
11543,4.2654,137600.0
11544,4.1482,124600.0
11545,4.0473,127200.0
11546,4.1953,136600.0
11547,3.0789,114200.0
11548,3.2148,117000.0
11549,4.0938,130900.0
11550,5.0223,152600.0
11551,4.7568,143500.0
11552,4.0467,121500.0
11553,3.5781,244400.0
11554,4.189,143000.0
11555,2.8194,136300.0
11556,4.6,187500.0
11557,3.6618,161300.0
11558,4.0833,100000.0
11559,3.9052,122100.0
11560,3.4237,113700.0
11561,2.1848,97900.0
11562,2.5335,110100.0
11563,1.9912,98600.0
11564,2.0881,83300.0
11565,2.3276,92400.0
11566,1.9014,83500.0
11567,4.5881,136400.0
11568,5.3238,228900.0
11569,3.58,113400.0
11570,3.8869,125900.0
11571,3.125,117200.0
11572,4.1386,177300.0
11573,2.375,145800.0
11574,3.8036,139600.0
11575,4.1875,161200.0
11576,4.065,148200.0
11577,1.3417,169300.0
11578,2.2618,96100.0
11579,2.625,155400.0
11580,2.5221,109200.0
11581,2.5847,145300.0
11582,3.2778,148800.0
11583,4.0717,126500.0
11584,1.972,90500.0
11585,2.7983,112500.0
11586,2.1182,71300.0
11587,3.1319,111500.0
11588,2.6322,140700.0
11589,2.2969,89300.0
11590,1.9767,81500.0
11591,2.0,83000.0
11592,2.4662,118300.0
11593,4.0982,173300.0
11594,2.1549,146500.0
11595,2.8401,104200.0
11596,2.1484,129200.0
11597,2.0878,101300.0
11598,2.817,110000.0
11599,2.1667,114600.0
11600,5.3275,168700.0
11601,3.2481,123800.0
11602,3.1513,154300.0
11603,3.1832,157400.0
11604,3.102,111300.0
11605,1.9194,100600.0
11606,4.2788,125000.0
11607,3.375,131800.0
11608,2.2423,132600.0
11609,2.5395,109200.0
11610,3.8056,162200.0
11611,2.6949,163600.0
11612,9.4356,465600.0
11613,3.2258,159300.0
11614,3.5125,155600.0
11615,3.235,210700.0
11616,3.6273,150900.0
11617,4.5936,174300.0
11618,4.7944,215300.0
11619,4.3651,145600.0
11620,3.9443,187300.0
11621,3.7538,147500.0
11622,4.8083,347700.0
11623,4.125,392100.0
11624,4.3833,307600.0
11625,3.244,337200.0
11626,4.2917,221900.0
11627,6.9136,493300.0
11628,3.475,187500.0
11629,3.9963,191100.0
11630,4.5841,212300.0
11631,4.6904,174200.0
11632,2.83,43000.0
11633,3.9617,183000.0
11634,5.5351,429000.0
11635,3.0043,134700.0
11636,3.1591,189700.0
11637,5.3623,201300.0
11638,4.4792,173900.0
11639,2.1071,93800.0
11640,2.8125,143800.0
11641,1.9961,97800.0
11642,2.3712,127900.0
11643,2.0714,85800.0
11644,1.7847,109500.0
11645,2.964,121500.0
11646,3.6806,112800.0
11647,2.4554,89400.0
11648,3.069,87000.0
11649,3.2371,94500.0
11650,2.7083,91200.0
11651,4.6406,118900.0
11652,3.7175,120000.0
11653,4.0433,132300.0
11654,2.5898,76300.0
11655,1.942,86200.0
11656,1.3039,77500.0
11657,1.4366,77000.0
11658,1.8446,85700.0
11659,2.2161,76900.0
11660,2.2115,87600.0
11661,2.4145,137600.0
11662,1.8015,105100.0
11663,1.7079,95900.0
11664,1.9707,107900.0
11665,2.1722,69400.0
11666,2.1103,94400.0
11667,1.9476,112500.0
11668,2.2925,113100.0
11669,2.8393,120700.0
11670,2.683,139300.0
11671,2.3,108900.0
11672,2.1979,95300.0
11673,1.8845,77700.0
11674,2.0135,83000.0
11675,2.535,74800.0
11676,1.7303,74000.0
11677,2.0577,56700.0
11678,2.5612,130800.0
11679,1.5982,140000.0
11680,2.0154,81700.0
11681,2.3169,123400.0
11682,2.933,170700.0
11683,2.4167,104900.0
11684,2.5357,94400.0
11685,3.5255,132100.0
11686,4.7356,195900.0
11687,2.3355,118800.0
11688,3.1393,116300.0
11689,2.4322,112100.0
11690,2.7344,149000.0
11691,2.8783,105200.0
11692,3.125,187500.0
11693,1.4063,81900.0
11694,3.7083,147500.0
11695,2.3977,58000.0
11696,1.4688,90000.0
11697,1.6875,63000.0
11698,1.3286,81800.0
11699,3.0417,146300.0
11700,1.625,55000.0
11701,2.7788,91100.0
11702,3.4545,89800.0
11703,1.9472,73200.0
11704,3.0432,91200.0
11705,1.424,73200.0
11706,2.1581,68300.0
11707,3.6339,98600.0
11708,2.0549,95600.0
11709,2.0976,72600.0
11710,1.2188,55000.0
11711,2.2321,71800.0
11712,5.5,193800.0
11713,2.218,73400.0
11714,1.4556,54600.0
11715,2.7536,73100.0
11716,2.6643,81000.0
11717,3.3333,143400.0
11718,3.4167,100000.0
11719,3.0625,150500.0
11720,3.5882,161100.0
11721,2.9141,214300.0
11722,3.8281,163500.0
11723,2.8071,137500.0
11724,3.038,128100.0
11725,2.355,122900.0
11726,2.9167,115300.0
11727,6.2702,345500.0
11728,3.0694,173400.0
11729,2.5625,103100.0
11730,2.183,113500.0
11731,1.9107,155700.0
11732,2.7219,74400.0
11733,3.0208,66300.0
11734,1.95,61000.0
11735,2.8056,68100.0
11736,1.1917,50000.0
11737,3.5208,76600.0
11738,1.6849,88400.0
11739,1.7844,78500.0
11740,3.3616,89600.0
11741,1.4665,61100.0
11742,2.625,68200.0
11743,1.6983,66600.0
11744,1.7388,66000.0
11745,2.3382,89400.0
11746,3.2578,85200.0
11747,1.8,81000.0
11748,4.0417,146400.0
11749,4.0729,100000.0
11750,1.5227,71000.0
11751,3.6875,130400.0
11752,1.9167,70400.0
11753,3.3897,230200.0
11754,2.9647,110900.0
11755,2.5885,159000.0
11756,3.4886,112500.0
11757,2.1042,87500.0
11758,2.9569,65900.0
11759,2.5212,145200.0
11760,1.5595,115600.0
11761,2.6083,321900.0
11762,3.6667,90000.0
11763,2.5399,94800.0
11764,3.4394,162200.0
11765,2.1176,124100.0
11766,3.1493,199400.0
11767,3.7396,148900.0
11768,2.2216,183900.0
11769,3.1364,301600.0
11770,2.25,248100.0
11771,3.9737,235600.0
11772,2.5489,220500.0
11773,4.6855,125200.0
11774,1.7204,137500.0
11775,2.6298,145200.0
11776,4.3111,142500.0
11777,3.9508,104200.0
11778,2.4497,90900.0
11779,2.1411,136400.0
11780,3.5223,115100.0
11781,4.9444,285000.0
11782,6.1437,232100.0
11783,3.0859,134600.0
11784,7.6281,341700.0
11785,6.8729,259200.0
11786,3.6161,99100.0
11787,3.3799,239300.0
11788,4.084,194500.0
11789,4.036,158500.0
11790,3.2846,131900.0
11791,1.3801,55000.0
11792,2.5477,83000.0
11793,4.4107,122500.0
11794,3.3162,113600.0
11795,4.0079,134500.0
11796,3.312,121300.0
11797,3.5569,128000.0
11798,4.5556,258100.0
11799,6.9833,238800.0
11800,3.0021,152300.0
11801,2.2439,97500.0
11802,7.9885,403300.0
11803,3.3639,168800.0
11804,2.4659,177800.0
11805,2.2208,138300.0
11806,7.8005,318100.0
11807,7.4382,353100.0
11808,5.6918,231300.0
11809,2.8882,137500.0
11810,2.9187,93400.0
11811,3.3333,91800.0
11812,3.6354,98000.0
11813,4.5938,102600.0
11814,3.1086,105800.0
11815,2.7667,92900.0
11816,3.2833,124700.0
11817,3.8125,96700.0
11818,4.7195,199300.0
11819,3.1771,167400.0
11820,3.4583,67500.0
11821,2.025,50000.0
11822,3.775,93400.0
11823,2.7598,95000.0
11824,3.0682,104100.0
11825,3.3107,69400.0
11826,3.0673,68200.0
11827,2.3169,68900.0
11828,2.1217,68500.0
11829,2.8648,72100.0
11830,1.7083,82200.0
11831,1.7172,58800.0
11832,2.2989,60600.0
11833,1.7805,76900.0
11834,2.444,90000.0
11835,2.9286,112500.0
11836,2.0871,84700.0
11837,1.6557,65400.0
11838,2.5,96300.0
11839,3.8846,100900.0
11840,1.5809,100000.0
11841,3.0114,366700.0
11842,10.2948,382400.0
11843,2.1287,58600.0
11844,1.654,100000.0
11845,1.7344,66400.0
11846,2.0347,68900.0
11847,2.2679,61400.0
11848,2.5714,65900.0
11849,1.9306,47500.0
11850,1.7297,67500.0
11851,2.2141,66700.0
11852,2.375,155000.0
11853,2.5383,74000.0
11854,2.425,76100.0
11855,1.625,53500.0
11856,1.2656,27500.0
11857,3.1827,71700.0
11858,3.2097,71300.0
11859,1.6154,87500.0
11860,2.9653,94900.0
11861,1.6395,44400.0
11862,1.6509,85700.0
11863,3.1917,73400.0
11864,1.925,65500.0
11865,2.0833,45000.0
11866,2.1782,58400.0
11867,2.1759,61500.0
11868,2.6797,86500.0
11869,3.3438,74000.0
11870,0.536,275000.0
11871,2.6768,82400.0
11872,1.625,62000.0
11873,3.9167,155700.0
11874,4.0972,163700.0
11875,3.7731,161400.0
11876,3.9271,147100.0
11877,3.5893,142000.0
11878,3.776,164500.0
11879,3.0208,148800.0
11880,3.4914,153900.0
11881,3.5313,147900.0
11882,3.8914,181600.0
11883,1.7765,109800.0
11884,1.5922,115100.0
11885,2.3266,137500.0
11886,2.6976,109300.0
11887,2.01,94300.0
11888,1.6277,140600.0
11889,1.4034,90300.0
11890,1.6116,70500.0
11891,1.0313,85000.0
11892,1.4375,168800.0
11893,0.7526,162500.0
11894,2.5821,125000.0
11895,3.358,77500.0
11896,0.9196,137500.0
11897,1.245,137500.0
11898,1.4301,141700.0
11899,1.625,187500.0
11900,1.7568,93800.0
11901,1.2209,87900.0
11902,2.1691,150000.0
11903,1.9034,123900.0
11904,1.8512,114100.0
11905,3.0217,200000.0
11906,1.2041,168100.0
11907,1.5872,157500.0
11908,3.2963,236100.0
11909,4.63,233800.0
11910,2.9191,111800.0
11911,3.1583,140000.0
11912,3.2386,213200.0
11913,3.1484,158900.0
11914,2.0549,156700.0
11915,3.1827,131700.0
11916,3.7167,131900.0
11917,2.8542,139400.0
11918,2.5417,125900.0
11919,3.0938,137800.0
11920,5.1169,232500.0
11921,4.0417,173800.0
11922,2.6417,98900.0
11923,2.7333,100100.0
11924,1.4889,77600.0
11925,3.3348,122800.0
11926,2.625,121200.0
11927,2.9821,97000.0
11928,3.125,85600.0
11929,2.2125,104000.0
11930,1.7616,84100.0
11931,1.2235,68500.0
11932,1.1458,65400.0
11933,1.8911,85900.0
11934,2.0221,95800.0
11935,1.7328,88100.0
11936,2.0089,113600.0
11937,2.7316,134700.0
11938,1.78,114300.0
11939,1.2813,87500.0
11940,1.9013,86900.0
11941,1.7155,108800.0
11942,1.4712,94600.0
11943,2.1719,87500.0
11944,2.2031,93800.0
11945,1.0114,80000.0
11946,1.128,123100.0
11947,1.0649,137500.0
11948,2.8417,137900.0
11949,2.7885,137200.0
11950,3.0033,103500.0
11951,3.3844,151100.0
11952,5.6402,209800.0
11953,3.6729,137800.0
11954,2.5639,123000.0
11955,8.338,405800.0
11956,5.0359,224100.0
11957,5.2362,236800.0
11958,3.7344,179800.0
11959,7.1035,228700.0
11960,4.3929,162500.0
11961,2.0833,94300.0
11962,4.1467,175000.0
11963,4.8603,191900.0
11964,2.8542,125000.0
11965,0.9948,65400.0
11966,1.0208,55800.0
11967,1.2679,56700.0
11968,1.186,67000.0
11969,2.0242,94600.0
11970,2.7787,56000.0
11971,1.4702,58300.0
11972,1.8333,58200.0
11973,2.0074,57000.0
11974,3.0521,108000.0
11975,2.9769,92700.0
11976,3.15,101500.0
11977,2.5694,92400.0
11978,1.9485,86600.0
11979,2.398,87600.0
11980,2.925,94300.0
11981,2.4618,101300.0
11982,3.2404,93600.0
11983,2.5389,75700.0
11984,3.1944,79000.0
11985,2.9737,72100.0
11986,2.8298,71200.0
11987,3.4083,71800.0
11988,3.1208,82700.0
11989,3.1667,81900.0
11990,2.3272,80600.0
11991,1.8689,66800.0
11992,1.9423,87800.0
11993,2.5574,72600.0
11994,2.5898,72100.0
11995,1.3927,78300.0
11996,2.7697,76600.0
11997,4.6923,192000.0
11998,3.5231,114300.0
11999,4.25,191900.0
12000,5.3135,216600.0
12001,2.2574,59100.0
12002,5.5208,171300.0
12003,6.6112,251600.0
12004,4.0972,181400.0
12005,2.3487,101600.0
12006,3.125,130600.0
12007,1.6932,78400.0
12008,2.3542,103900.0
12009,2.9911,96400.0
12010,3.1014,96800.0
12011,3.3906,124200.0
12012,2.1975,73500.0
12013,1.9837,62300.0
12014,1.4138,52500.0
12015,1.4625,54400.0
12016,1.3646,65400.0
12017,2.9219,152900.0
12018,3.319,84500.0
12019,3.0313,87900.0
12020,3.7414,98500.0
12021,3.1768,79500.0
12022,3.9792,164800.0
12023,4.2885,160300.0
12024,3.5737,171200.0
12025,3.0963,156900.0
12026,4.1,158300.0
12027,5.0371,180200.0
12028,6.5253,216800.0
12029,5.7621,204600.0
12030,4.2075,183600.0
12031,4.2216,217900.0
12032,6.4667,216800.0
12033,3.1607,178900.0
12034,4.8497,184400.0
12035,4.8811,212200.0
12036,3.6196,152800.0
12037,5.1442,174500.0
12038,3.1583,95800.0
12039,2.5926,72300.0
12040,1.3679,70300.0
12041,2.6613,77700.0
12042,2.7368,78200.0
12043,3.3689,83400.0
12044,1.5908,78600.0
12045,2.735,74600.0
12046,2.3233,78800.0
12047,2.6382,76200.0
12048,2.3496,68000.0
12049,3.2702,67300.0
12050,1.7891,60500.0
12051,1.7714,69900.0
12052,2.1679,75400.0
12053,2.4741,87000.0
12054,1.7692,63900.0
12055,1.8007,65400.0
12056,1.5292,55700.0
12057,1.2575,66800.0
12058,1.5735,110000.0
12059,2.7101,99500.0
12060,1.7188,137500.0
12061,3.625,80000.0
12062,1.8205,60400.0
12063,1.6521,69700.0
12064,2.2245,75900.0
12065,2.6288,71200.0
12066,2.5592,70300.0
12067,2.1736,72100.0
12068,1.68,84100.0
12069,2.71,65600.0
12070,2.214,82400.0
12071,4.088,96800.0
12072,1.4007,97500.0
12073,2.8139,90400.0
12074,3.025,87900.0
12075,2.575,107900.0
12076,3.5323,109800.0
12077,3.3878,109300.0
12078,2.9571,103100.0
12079,3.0625,90500.0
12080,2.7262,109800.0
12081,3.5402,98700.0
12082,3.5227,93100.0
12083,3.363,103000.0
12084,1.9657,116000.0
12085,3.5968,106300.0
12086,2.9647,108900.0
12087,2.0062,92000.0
12088,1.3571,55000.0
12089,4.3644,137400.0
12090,4.3288,133700.0
12091,4.6944,130900.0
12092,3.5278,126200.0
12093,1.9044,154300.0
12094,5.0,142500.0
12095,1.9167,156300.0
12096,2.925,142400.0
12097,0.9274,67500.0
12098,0.9204,82100.0
12099,1.725,67500.0
12100,2.8231,137500.0
12101,5.1385,179500.0
12102,5.2449,387000.0
12103,8.4016,338700.0
12104,5.8416,297600.0
12105,3.2443,190700.0
12106,7.143,327800.0
12107,1.7451,89600.0
12108,2.2452,102800.0
12109,3.8672,111400.0
12110,2.1694,95700.0
12111,2.6442,55000.0
12112,3.4784,105500.0
12113,2.0471,104200.0
12114,2.6485,114500.0
12115,2.5245,99100.0
12116,3.089,141400.0
12117,2.9559,136600.0
12118,2.5238,118800.0
12119,4.1488,136400.0
12120,3.0156,103000.0
12121,2.2264,108100.0
12122,2.8,113600.0
12123,2.5363,124600.0
12124,2.0432,156800.0
12125,3.2596,98700.0
12126,2.8462,93400.0
12127,6.3406,448300.0
12128,3.788,136800.0
12129,5.8336,283300.0
12130,6.8469,446400.0
12131,3.6053,148600.0
12132,3.5179,207800.0
12133,7.3343,280400.0
12134,5.0497,191700.0
12135,4.5313,189400.0
12136,4.775,194100.0
12137,2.7788,115700.0
12138,5.0997,170100.0
12139,4.4643,133000.0
12140,3.875,133600.0
12141,5.0492,144100.0
12142,5.3243,265700.0
12143,5.0508,225700.0
12144,8.4699,344000.0
12145,8.6572,320200.0
12146,7.8031,267200.0
12147,5.9174,225900.0
12148,8.05,380000.0
12149,5.5632,175200.0
12150,4.875,146400.0
12151,3.4299,164000.0
12152,2.5511,134100.0
12153,3.8882,159500.0
12154,3.058,133000.0
12155,4.7283,164500.0
12156,4.6111,139300.0
12157,2.1472,143400.0
12158,2.6623,120700.0
12159,4.8194,141100.0
12160,4.6127,151800.0
12161,1.6678,166100.0
12162,2.2,116500.0
12163,3.5625,115300.0
12164,3.0139,115600.0
12165,3.7569,127100.0
12166,3.0833,114100.0
12167,3.0086,126900.0
12168,2.7813,118900.0
12169,3.8068,150400.0
12170,2.4632,156900.0
12171,2.2844,170500.0
12172,1.8176,160900.0
12173,2.517,130400.0
12174,1.8571,98700.0
12175,2.2292,113200.0
12176,1.9908,118800.0
12177,2.5162,97500.0
12178,2.0786,88600.0
12179,2.1776,84400.0
12180,1.3696,65200.0
12181,2.0224,64900.0
12182,2.6055,78000.0
12183,1.6641,67000.0
12184,1.9412,73100.0
12185,2.0639,73000.0
12186,1.8792,63300.0
12187,2.3214,66800.0
12188,1.9167,64400.0
12189,1.8611,60500.0
12190,1.6033,58500.0
12191,2.098,49800.0
12192,3.1696,77400.0
12193,2.0417,65900.0
12194,1.125,70500.0
12195,1.0398,62100.0
12196,3.8295,122200.0
12197,1.3302,62200.0
12198,1.3462,55900.0
12199,1.6343,71000.0
12200,1.9107,64700.0
12201,1.4387,61000.0
12202,2.6369,110000.0
12203,3.2039,103400.0
12204,3.8125,92600.0
12205,1.867,60600.0
12206,1.6607,67000.0
12207,1.56,67600.0
12208,1.4397,51700.0
12209,2.5643,59800.0
12210,1.4861,63100.0
12211,1.0424,81400.0
12212,2.4205,60900.0
12213,1.9871,60900.0
12214,1.0467,70100.0
12215,4.6625,158900.0
12216,1.0685,70000.0
12217,1.2917,66300.0
12218,1.9688,135600.0
12219,0.9379,67500.0
12220,2.1889,69300.0
12221,1.6563,65800.0
12222,1.6331,67500.0
12223,3.9615,331300.0
12224,3.6788,178800.0
12225,3.7449,129300.0
12226,3.7188,134500.0
12227,2.6745,225000.0
12228,3.1944,117000.0
12229,3.9143,129700.0
12230,3.4291,105300.0
12231,3.8272,96600.0
12232,2.3438,89400.0
12233,2.1029,108600.0
12234,8.0379,383300.0
12235,3.0903,91900.0
12236,4.7396,135500.0
12237,4.0227,99800.0
12238,3.5129,101200.0
12239,4.0625,96200.0
12240,3.9853,90400.0
12241,3.8611,93900.0
12242,2.5,96200.0
12243,2.0625,94400.0
12244,3.725,112200.0
12245,3.6429,105200.0
12246,3.1942,94900.0
12247,2.2243,89200.0
12248,2.8333,103000.0
12249,5.0155,97300.0
12250,3.3125,96800.0
12251,3.625,91300.0
12252,2.7179,81100.0
12253,3.9914,120500.0
12254,2.5062,112500.0
12255,3.0833,87000.0
12256,3.3074,84200.0
12257,4.0673,84200.0
12258,3.1786,83400.0
12259,3.2361,84000.0
12260,2.6713,84400.0
12261,4.0909,108300.0
12262,2.7009,80200.0
12263,3.5429,88200.0
12264,2.5542,72900.0
12265,2.4844,77000.0
12266,1.7596,93800.0
12267,2.2723,78800.0
12268,2.555,72700.0
12269,2.3958,78400.0
12270,2.2788,73400.0
12271,0.9338,112500.0
12272,3.6484,95000.0
12273,2.2402,89500.0
12274,3.865,88400.0
12275,3.4911,88200.0
12276,3.7857,112700.0
12277,3.7031,114300.0
12278,4.3118,120000.0
12279,3.5403,98600.0
12280,4.5432,151300.0
12281,3.9318,133000.0
12282,3.8355,107000.0
12283,3.6989,93300.0
12284,3.5802,129600.0
12285,2.3683,82500.0
12286,2.2339,116600.0
12287,2.3844,86000.0
12288,2.7955,96500.0
12289,2.4574,103300.0
12290,1.8972,100500.0
12291,3.1858,109500.0
12292,3.6937,99300.0
12293,4.2743,124000.0
12294,4.0352,118500.0
12295,3.0417,120700.0
12296,1.9805,92900.0
12297,2.7011,130700.0
12298,2.8092,137500.0
12299,2.119,133100.0
12300,2.5556,105700.0
12301,3.6953,116100.0
12302,3.6786,159700.0
12303,3.2243,107900.0
12304,2.7797,105500.0
12305,2.6266,198500.0
12306,4.6,199000.0
12307,2.8106,183200.0
12308,3.8068,161000.0
12309,2.4342,119500.0
12310,3.7562,139700.0
12311,4.0036,161700.0
12312,2.7181,156800.0
12313,2.2574,135800.0
12314,2.4537,153000.0
12315,2.6023,142200.0
12316,2.0926,166100.0
12317,2.7079,148000.0
12318,3.9063,162100.0
12319,6.2817,288200.0
12320,3.3182,213000.0
12321,3.0972,150000.0
12322,3.0348,150500.0
12323,6.244,240000.0
12324,3.0864,177900.0
12325,2.6897,148300.0
12326,2.774,190200.0
12327,6.6238,326700.0
12328,4.0833,160000.0
12329,4.6302,195400.0
12330,3.6523,158500.0
12331,5.2081,136400.0
12332,4.7381,140500.0
12333,5.078,163400.0
12334,3.95,143600.0
12335,3.0952,157700.0
12336,5.5,165700.0
12337,3.712,139000.0
12338,4.2188,139200.0
12339,4.5278,144300.0
12340,3.5852,121600.0
12341,5.4889,232300.0
12342,5.6529,196000.0
12343,5.259,249400.0
12344,4.6437,212900.0
12345,4.8088,169500.0
12346,6.2082,250300.0
12347,3.7869,216100.0
12348,5.02,169600.0
12349,6.1183,221600.0
12350,6.1872,188700.0
12351,4.1382,189800.0
12352,5.6864,258700.0
12353,4.6484,270600.0
12354,2.9016,159800.0
12355,4.3098,213500.0
12356,4.8375,217400.0
12357,5.2949,173300.0
12358,3.8816,147300.0
12359,4.8661,186200.0
12360,10.2264,350000.0
12361,3.6298,242100.0
12362,2.8973,117100.0
12363,3.0212,112900.0
12364,3.575,113500.0
12365,3.7813,143200.0
12366,2.6016,121200.0
12367,3.235,124700.0
12368,4.0739,115400.0
12369,3.8776,124500.0
12370,1.9093,142900.0
12371,2.8226,99900.0
12372,3.5769,103800.0
12373,2.2813,131900.0
12374,3.9506,122200.0
12375,4.5245,127500.0
12376,4.3836,102000.0
12377,4.3643,124900.0
12378,3.2444,118400.0
12379,3.0703,126000.0
12380,2.7868,117800.0
12381,4.6923,122700.0
12382,3.5893,146400.0
12383,2.8426,130600.0
12384,3.1382,91600.0
12385,4.1563,135700.0
12386,1.962,130200.0
12387,2.5909,125400.0
12388,4.8224,115500.0
12389,4.0417,114500.0
12390,3.5444,132500.0
12391,3.6995,134900.0
12392,2.1009,82500.0
12393,3.8603,134300.0
12394,3.0733,119800.0
12395,5.2817,140600.0
12396,4.8523,143000.0
12397,3.3188,117100.0
12398,4.2037,125400.0
12399,4.6488,145300.0
12400,4.4489,145600.0
12401,2.7477,133000.0
12402,5.7133,166800.0
12403,4.2464,144400.0
12404,5.2586,137000.0
12405,4.5562,134500.0
12406,4.1607,112800.0
12407,3.7426,135500.0
12408,4.9688,135600.0
12409,5.2051,167400.0
12410,6.1943,276100.0
12411,4.2262,244300.0
12412,4.2273,141800.0
12413,2.5199,149000.0
12414,4.0781,124300.0
12415,2.7388,111600.0
12416,3.8906,128700.0
12417,3.75,147300.0
12418,5.4797,160000.0
12419,4.3625,158800.0
12420,1.8589,144000.0
12421,3.6516,130500.0
12422,5.2177,162700.0
12423,4.4609,142900.0
12424,4.3009,143400.0
12425,4.3826,146600.0
12426,5.6902,243200.0
12427,3.2321,390800.0
12428,6.3528,274500.0
12429,4.3214,131700.0
12430,2.7174,137500.0
12431,3.4506,139000.0
12432,4.4695,214700.0
12433,4.8542,170500.0
12434,3.9226,148700.0
12435,3.8954,133000.0
12436,4.0182,131700.0
12437,3.4896,143800.0
12438,4.1071,145800.0
12439,4.05,130700.0
12440,3.0533,112100.0
12441,4.817,147000.0
12442,2.9803,115400.0
12443,4.6902,171000.0
12444,6.1185,179200.0
12445,5.47,204800.0
12446,6.1359,225000.0
12447,2.5183,293300.0
12448,3.0,121900.0
12449,2.3333,116000.0
12450,3.7796,159000.0
12451,5.0159,189600.0
12452,3.1161,131600.0
12453,6.2503,222500.0
12454,4.2031,212500.0
12455,6.8869,263100.0
12456,3.6645,203400.0
12457,7.2582,273200.0
12458,2.233,55000.0
12459,2.6981,112500.0
12460,3.1711,101900.0
12461,3.6817,136100.0
12462,2.5035,123700.0
12463,3.9727,132700.0
12464,4.3235,116900.0
12465,3.3926,103400.0
12466,2.7652,95600.0
12467,2.7356,96100.0
12468,2.4722,103300.0
12469,4.4519,110500.0
12470,2.9452,115600.0
12471,3.1654,111600.0
12472,3.1194,112500.0
12473,4.0938,109100.0
12474,5.31,127500.0
12475,3.311,109400.0
12476,3.6897,101100.0
12477,4.5766,108700.0
12478,2.9693,104400.0
12479,3.1042,165000.0
12480,2.3787,91300.0
12481,2.6471,90700.0
12482,2.5035,112500.0
12483,3.5192,113300.0
12484,2.5,101600.0
12485,2.3684,150000.0
12486,3.0481,92500.0
12487,3.6563,95600.0
12488,2.1116,89600.0
12489,2.8966,92400.0
12490,2.9896,118600.0
12491,4.1447,114000.0
12492,3.5691,116300.0
12493,2.9464,113500.0
12494,2.6635,135800.0
12495,2.7679,118000.0
12496,5.6485,129500.0
12497,4.5066,140200.0
12498,5.0917,134100.0
12499,4.4602,134500.0
12500,3.9934,123300.0
12501,5.0427,126900.0
12502,2.8021,118800.0
12503,5.0622,132400.0
12504,5.2881,138000.0
12505,4.5815,125500.0
12506,1.8288,32500.0
12507,2.0901,52500.0
12508,4.15,157500.0
12509,4.2206,157700.0
12510,4.3658,130600.0
12511,4.5604,145900.0
12512,5.4445,237600.0
12513,5.8831,209900.0
12514,4.3879,144400.0
12515,5.7452,240900.0
12516,5.8239,247500.0
12517,5.1811,188400.0
12518,3.5625,125700.0
12519,3.3281,91200.0
12520,4.7557,150400.0
12521,4.45,138700.0
12522,4.8831,154400.0
12523,6.2575,143500.0
12524,3.175,94400.0
12525,4.175,144400.0
12526,5.2447,148100.0
12527,7.0326,241100.0
12528,3.8897,175700.0
12529,4.6989,213800.0
12530,4.5368,219300.0
12531,4.5272,191700.0
12532,4.4107,151600.0
12533,4.1974,157800.0
12534,3.9808,160200.0
12535,4.4125,144600.0
12536,4.8073,156700.0
12537,3.2234,82000.0
12538,4.4306,170100.0
12539,1.9485,155400.0
12540,3.215,104600.0
12541,1.8846,88300.0
12542,4.1179,134600.0
12543,2.5727,86100.0
12544,4.0516,121200.0
12545,2.3343,97800.0
12546,4.0625,100300.0
12547,4.35,96200.0
12548,4.1597,95900.0
12549,3.3608,108900.0
12550,3.5461,103600.0
12551,4.9516,153700.0
12552,3.0833,162500.0
12553,4.4519,137500.0
12554,2.0048,72900.0
12555,2.8616,92500.0
12556,2.9744,136800.0
12557,1.6458,52800.0
12558,2.4353,162500.0
12559,3.3398,89700.0
12560,5.8324,374200.0
12561,4.025,293800.0
12562,4.6477,265900.0
12563,2.6719,193600.0
12564,2.625,210000.0
12565,4.7813,241500.0
12566,4.2333,363300.0
12567,3.1375,146200.0
12568,2.6818,225000.0
12569,2.8839,145900.0
12570,2.6598,157300.0
12571,2.9554,136500.0
